Order_ID,Customer_Age,Customer_Type,Restaurant_Type,Cuisine_Type,Delivery_Distance_KM,Delivery_Time_Min,Order_Value_USD,Item_Count,Weather_Condition,Traffic_Level,Customer_Rating,Complaint_Flag,Refund_Flag,Revenue_USD,Profit_USD,City,Month,Quarter,Demand_Score,Churn_Risk
ORD0124916,34,Returning,Restaurant,Chinese,14.48,116,278.23,5,Sunny,Low,2.2,0,0,124.59,177.6,New York,7,3,46.65,29.9
ORD0081964,33,New,Cloud Kitchen,Indian,8.84,58,107.69,1,Sunny,High,4.6,0,1,456.02,141.06,Mumbai,7,3,47.42,85.13
ORD0122394,50,Premium,Cloud Kitchen,Chinese,8.76,106,158.3,7,Rainy,High,3.5,0,0,278.04,13.5,Sydney,4,2,96.28,19.77
ORD0105000,29,Premium,Restaurant,Chinese,12.57,93,103.16,11,Stormy,High,1.3,0,0,426.46,93.51,New York,11,4,30.12,37.06
ORD0013678,70,New,Cafe,Indian,23.3,56,296.63,6,Sunny,Medium,4.9,0,0,345.21,189.06,Singapore,10,4,16.56,14.58
ORD0067532,57,Premium,Cloud Kitchen,Mexican,11.0,73,249.75,3,Rainy,Medium,3.1,0,0,70.04,-8.74,Singapore,3,1,86.53,73.6
ORD0082357,54,New,Fast Food,Italian,24.82,68,184.25,7,Rainy,Low,2.8,1,0,29.44,-3.07,Mumbai,6,2,16.16,70.11
ORD0066909,20,New,Cafe,Mexican,21.57,87,27.98,9,Rainy,Low,2.6,0,0,399.53,71.72,Singapore,2,1,70.47,19.13
ORD0098893,22,New,Restaurant,Italian,20.8,43,66.27,6,Sunny,Medium,1.5,0,0,226.39,112.37,New York,12,4,58.42,89.19
ORD0093928,39,Premium,Fast Food,Italian,17.85,51,230.99,4,Cloudy,Low,4.0,1,0,197.97,35.68,Sydney,5,2,40.64,52.72
ORD0033172,33,New,Cafe,Italian,24.43,115,78.46,4,Stormy,Low,3.1,0,0,14.99,-12.42,London,9,3,2.99,74.67
ORD0121612,19,Returning,Fast Food,Mexican,6.44,80,239.57,10,Stormy,Medium,3.2,0,0,396.98,92.98,Sydney,1,1,23.61,93.01
ORD0131715,50,Premium,Cloud Kitchen,Italian,9.31,14,118.92,5,Rainy,Low,4.7,0,0,137.35,74.01,Singapore,4,2,48.61,21.4
ORD0098458,66,New,Cafe,Indian,7.01,82,91.31,6,Cloudy,High,3.0,0,0,379.87,-17.98,New York,4,2,85.31,2.71
ORD0030684,24,Returning,Fast Food,Indian,5.71,100,211.53,9,Cloudy,High,2.0,0,0,260.9,47.43,New York,11,4,70.74,32.19
ORD0019383,50,Returning,Restaurant,Mexican,22.14,107,220.58,14,Sunny,High,2.7,0,0,167.21,-6.32,London,9,3,62.7,39.97
ORD0141569,59,New,Cloud Kitchen,Italian,12.19,114,49.99,12,Sunny,Medium,3.6,0,0,121.49,132.17,Mumbai,12,4,42.75,34.2
ORD0027904,62,New,Fast Food,Indian,10.61,81,295.49,10,Rainy,High,2.7,1,0,16.66,51.75,London,2,1,10.41,23.23
ORD0069341,20,New,Cafe,Italian,6.85,21,201.31,7,Stormy,High,4.8,0,0,74.08,-0.39,New York,9,3,78.05,68.6
ORD0095520,25,New,Restaurant,Indian,13.32,94,136.0,10,Sunny,Low,2.7,0,0,468.9,123.89,Singapore,10,4,19.73,51.13
ORD0113499,59,Premium,Cloud Kitchen,Chinese,12.38,93,209.77,4,Cloudy,High,1.1,0,0,24.45,101.57,Singapore,4,2,1.7,27.37
ORD0112513,34,Premium,Cloud Kitchen,Mexican,1.35,18,117.35,8,Cloudy,High,2.4,0,0,44.35,140.29,Mumbai,8,3,74.12,12.67
ORD0097199,65,Premium,Cloud Kitchen,Indian,10.5,87,143.66,4,Cloudy,High,4.5,0,0,35.31,55.4,London,8,3,94.93,87.69
ORD0001190,25,Premium,Fast Food,Italian,5.01,44,258.36,7,Sunny,Low,3.2,0,1,332.74,25.55,Mumbai,6,2,54.76,56.23
ORD0104870,54,New,Cafe,Chinese,21.09,109,137.9,5,Cloudy,Medium,2.4,0,0,422.19,10.52,London,4,2,94.05,46.2
ORD0009698,44,Premium,Fast Food,Mexican,5.63,84,16.6,2,Cloudy,Low,2.3,1,0,106.12,117.48,Sydney,4,2,40.34,36.24
ORD0021318,41,New,Restaurant,Italian,0.95,119,262.14,6,Stormy,Medium,4.5,0,0,66.77,113.57,London,9,3,3.46,88.77
ORD0071604,61,Returning,Restaurant,Chinese,10.79,23,89.79,13,Stormy,Low,3.7,0,0,368.59,122.28,New York,12,4,2.22,31.37
ORD0091541,66,New,Cafe,Mexican,5.53,95,201.97,3,Stormy,Low,3.2,0,0,74.33,185.66,Mumbai,1,1,34.41,19.11
ORD0115582,36,Returning,Cloud Kitchen,Chinese,19.43,24,266.64,14,Sunny,Medium,1.0,0,0,476.61,75.71,Singapore,9,3,5.16,7.23
ORD0103750,19,Returning,Cloud Kitchen,Chinese,20.92,35,242.79,8,Sunny,Medium,4.1,0,0,171.01,40.62,Singapore,8,3,43.45,33.56
ORD0145677,58,New,Cloud Kitchen,Italian,0.77,112,297.26,5,Sunny,Medium,1.3,0,0,117.7,120.18,New York,4,2,79.23,42.67
ORD0083810,21,Premium,Fast Food,Chinese,1.32,14,79.54,6,Stormy,Medium,5.0,0,0,477.85,132.95,London,1,1,68.63,66.61
ORD0053281,62,New,Fast Food,Mexican,19.93,49,227.11,9,Rainy,Low,4.0,0,0,100.9,34.31,New York,4,2,89.32,0.9
ORD0069221,45,Premium,Cloud Kitchen,Indian,19.71,24,244.31,5,Stormy,Medium,2.2,0,0,179.98,192.81,Sydney,1,1,26.41,35.85
ORD0115759,74,Returning,Cloud Kitchen,Chinese,2.3,68,250.21,13,Stormy,Medium,4.7,1,0,262.27,62.88,London,1,1,95.99,66.71
ORD0078112,31,Returning,Cloud Kitchen,Indian,18.93,33,214.49,14,Sunny,Medium,3.8,1,0,487.07,-14.95,Mumbai,11,4,55.7,96.76
ORD0086411,34,Returning,Fast Food,Indian,21.35,88,74.49,14,Stormy,Medium,3.8,0,0,428.65,115.02,Mumbai,12,4,99.29,72.82
ORD0034849,29,Returning,Fast Food,Italian,22.03,98,139.79,8,Cloudy,Medium,3.0,0,0,44.99,63.23,Singapore,5,2,9.7,22.64
ORD0129172,51,Returning,Restaurant,Indian,11.53,54,203.24,12,Stormy,Medium,3.4,0,0,496.7,53.49,London,6,2,46.98,26.81
ORD0135422,38,New,Cloud Kitchen,Mexican,20.0,27,100.77,11,Sunny,Medium,4.1,1,0,118.36,152.34,Singapore,3,1,1.74,81.33
ORD0036996,68,Premium,Fast Food,Mexican,14.88,73,162.67,5,Rainy,High,4.1,0,0,399.23,135.57,Singapore,6,2,73.97,44.54
ORD0008920,73,Premium,Restaurant,Indian,4.09,21,165.41,7,Cloudy,High,4.1,0,0,426.15,102.4,Mumbai,11,4,78.74,3.62
ORD0005004,58,New,Cafe,Italian,3.6,61,287.4,12,Stormy,Medium,3.4,0,0,118.97,111.04,Sydney,9,3,35.25,68.33
ORD0057162,19,Returning,Cloud Kitchen,Indian,9.72,100,54.17,12,Stormy,High,3.6,0,0,47.64,192.95,London,2,1,84.02,47.33
ORD0098557,19,New,Cafe,Chinese,9.6,97,32.56,2,Stormy,Medium,3.7,0,0,205.62,160.81,Mumbai,4,2,57.56,47.42
ORD0079470,24,Premium,Cloud Kitchen,Italian,10.09,75,110.78,8,Sunny,Low,1.3,0,1,228.94,68.42,New York,7,3,4.05,95.08
ORD0035355,73,Premium,Fast Food,Mexican,13.66,33,10.09,8,Stormy,Medium,3.6,1,0,71.95,185.57,London,7,3,94.91,88.12
ORD0118792,61,New,Cloud Kitchen,Indian,20.4,18,222.8,13,Sunny,Medium,1.3,0,0,426.78,51.28,New York,7,3,58.92,25.97
ORD0129430,34,New,Cloud Kitchen,Italian,17.99,34,95.26,10,Rainy,High,3.0,0,0,430.11,6.23,Singapore,7,3,72.47,67.77
ORD0072386,24,Returning,Cafe,Indian,5.52,22,92.03,2,Rainy,High,4.3,0,0,307.93,61.04,Sydney,11,4,18.69,85.92
ORD0094342,46,New,Cafe,Mexican,16.57,115,88.49,2,Stormy,High,4.7,0,0,17.01,50.29,London,2,1,37.65,42.37
ORD0002892,34,New,Fast Food,Indian,8.09,67,165.64,2,Stormy,High,3.9,0,0,84.14,70.74,Singapore,6,2,77.51,21.98
ORD0136699,40,Premium,Restaurant,Chinese,20.29,14,268.55,5,Stormy,High,1.7,1,0,401.28,28.7,Singapore,12,4,11.3,25.52
ORD0145856,60,Premium,Cloud Kitchen,Indian,12.09,34,198.92,10,Stormy,Low,3.1,0,0,15.99,137.58,Sydney,4,2,46.25,34.71
ORD0072679,46,Returning,Restaurant,Mexican,0.85,32,148.59,11,Rainy,High,1.6,1,0,485.2,111.42,New York,9,3,38.35,51.19
ORD0144683,32,Premium,Cafe,Mexican,21.29,88,51.17,4,Stormy,High,4.9,0,0,201.71,3.52,Sydney,1,1,36.71,96.41
ORD0076411,32,Premium,Cafe,Mexican,21.37,68,157.76,7,Cloudy,High,1.9,0,0,157.6,89.34,Sydney,12,4,47.49,99.06
ORD0134018,28,Returning,Fast Food,Indian,20.85,10,211.45,7,Stormy,Low,3.1,0,0,189.08,-11.1,Mumbai,1,1,95.48,34.73
ORD0050746,52,Premium,Restaurant,Chinese,6.46,74,89.77,9,Rainy,Low,2.0,0,0,234.87,160.15,Singapore,1,1,98.88,23.18
ORD0126288,25,Returning,Fast Food,Mexican,22.94,24,190.62,13,Sunny,High,1.6,0,0,477.37,78.42,London,5,2,74.72,16.21
ORD0041978,54,Premium,Restaurant,Indian,7.6,27,292.45,4,Sunny,High,2.7,0,0,433.15,-15.72,Sydney,3,1,49.73,53.53
ORD0054506,58,Premium,Cafe,Mexican,14.62,35,294.52,4,Cloudy,High,4.0,0,0,390.26,143.7,New York,11,4,82.17,82.17
ORD0096888,69,Premium,Fast Food,Indian,14.31,19,279.95,2,Rainy,Medium,1.9,0,0,173.2,27.13,Singapore,7,3,0.43,61.83
ORD0032014,65,Premium,Fast Food,Italian,5.68,73,196.85,12,Rainy,High,1.1,0,0,37.74,137.11,Singapore,11,4,78.04,23.85
ORD0139606,67,Premium,Cloud Kitchen,Mexican,10.53,10,85.44,12,Cloudy,High,1.6,0,0,221.73,64.03,Singapore,12,4,53.43,71.55
ORD0045212,60,Premium,Fast Food,Indian,17.08,40,244.16,13,Rainy,Medium,1.0,0,0,8.69,113.25,New York,1,1,30.92,13.62
ORD0120122,19,New,Restaurant,Mexican,20.7,36,275.4,5,Stormy,Medium,4.4,0,0,35.87,-7.35,Sydney,10,4,97.69,93.48
ORD0025059,67,Returning,Cafe,Indian,12.24,86,270.73,1,Rainy,Low,4.0,0,0,244.23,12.63,London,12,4,24.49,62.52
ORD0055975,55,Returning,Cafe,Indian,10.17,82,37.76,4,Stormy,High,2.7,0,0,400.02,48.69,New York,11,4,45.65,77.32
ORD0087050,61,Returning,Cloud Kitchen,Italian,11.48,60,251.17,9,Stormy,Medium,1.5,0,0,369.74,77.32,New York,12,4,59.17,0.13
ORD0009795,51,New,Cafe,Chinese,5.11,26,163.54,10,Stormy,High,2.1,0,0,57.28,145.46,Sydney,5,2,76.65,3.93
ORD0073060,23,New,Fast Food,Chinese,7.92,86,209.64,2,Stormy,High,2.7,0,0,131.17,9.56,London,6,2,4.18,13.46
ORD0055126,48,New,Cloud Kitchen,Indian,16.23,73,151.59,1,Stormy,Medium,3.7,0,0,275.69,89.29,New York,12,4,71.91,4.45
ORD0059648,49,Returning,Fast Food,Indian,2.08,75,176.96,5,Cloudy,Medium,1.9,0,0,69.83,57.04,Sydney,8,3,37.19,49.71
ORD0020202,60,New,Cafe,Mexican,3.01,80,177.18,6,Stormy,Low,1.6,0,0,60.8,134.95,New York,10,4,13.58,73.91
ORD0109211,50,Premium,Restaurant,Mexican,8.71,32,228.08,3,Rainy,Low,3.7,0,0,431.55,50.47,Sydney,12,4,11.75,38.37
ORD0113026,73,Premium,Cloud Kitchen,Italian,2.08,48,102.97,6,Rainy,Medium,4.8,0,0,122.17,156.59,Sydney,11,4,3.89,96.65
ORD0012258,36,Premium,Restaurant,Chinese,15.29,35,170.12,10,Cloudy,High,3.0,1,0,127.25,30.78,New York,10,4,64.72,66.22
ORD0108537,35,Returning,Cloud Kitchen,Indian,0.94,74,157.96,11,Cloudy,Low,2.4,1,1,41.21,184.97,Mumbai,4,2,84.3,86.9
ORD0012075,27,New,Cloud Kitchen,Italian,5.27,12,113.71,5,Sunny,Medium,3.7,0,0,69.81,76.55,London,7,3,65.1,67.19
ORD0021325,69,Premium,Cafe,Indian,1.77,99,198.14,8,Rainy,Medium,2.1,0,0,410.08,-9.91,London,2,1,26.54,30.73
ORD0142191,64,Premium,Fast Food,Indian,5.64,107,146.93,8,Rainy,Medium,4.0,0,0,33.62,-15.64,New York,12,4,8.98,39.65
ORD0143574,62,New,Fast Food,Mexican,15.64,90,29.89,13,Rainy,Low,4.6,0,0,443.55,79.15,New York,10,4,44.14,50.75
ORD0009221,73,Returning,Cafe,Chinese,13.79,51,135.61,2,Stormy,High,2.9,0,0,110.37,110.19,London,4,2,1.73,42.11
ORD0045146,28,Premium,Restaurant,Indian,3.07,58,34.66,6,Rainy,Low,4.7,0,0,227.21,132.74,Mumbai,8,3,75.65,12.03
ORD0082986,71,Returning,Fast Food,Mexican,9.11,92,59.29,5,Stormy,Medium,4.0,0,0,76.67,121.85,Singapore,5,2,78.25,4.48
ORD0063224,49,Returning,Cloud Kitchen,Chinese,13.59,51,25.55,9,Rainy,High,3.3,0,0,139.07,160.63,Mumbai,2,1,41.09,47.47
ORD0056165,36,Premium,Cloud Kitchen,Chinese,17.78,92,25.74,7,Stormy,High,1.5,0,0,271.44,-10.73,Mumbai,10,4,44.26,59.44
ORD0145886,44,New,Fast Food,Mexican,11.84,55,138.58,13,Rainy,Low,1.2,1,0,144.26,-1.04,Sydney,5,2,67.27,16.53
ORD0043622,28,Premium,Cloud Kitchen,Indian,13.57,62,255.39,13,Sunny,Low,2.2,0,0,117.38,22.2,London,4,2,69.34,98.3
ORD0082752,51,New,Cafe,Italian,15.63,35,76.35,8,Stormy,Low,2.0,0,0,291.2,151.13,Sydney,2,1,84.42,9.75
ORD0063026,69,Returning,Restaurant,Italian,18.82,64,252.03,1,Cloudy,High,4.0,0,0,324.45,179.64,New York,4,2,73.24,88.86
ORD0032987,46,New,Fast Food,Indian,11.29,98,259.03,13,Stormy,Medium,2.3,0,0,429.58,69.68,Mumbai,5,2,92.29,44.65
ORD0053553,37,New,Cloud Kitchen,Indian,22.05,17,157.94,8,Sunny,Medium,1.4,0,0,252.68,73.32,Mumbai,2,1,32.95,63.75
ORD0095373,45,New,Restaurant,Italian,24.37,115,166.87,10,Cloudy,Medium,4.9,0,0,29.04,132.97,Sydney,4,2,73.99,93.04
ORD0037145,62,New,Cafe,Mexican,5.51,48,162.81,5,Stormy,Medium,1.0,0,0,11.85,-5.24,London,2,1,66.33,6.4
ORD0144553,34,New,Fast Food,Chinese,24.66,113,11.9,11,Cloudy,Low,3.7,0,0,328.15,35.61,Mumbai,6,2,44.1,65.2
ORD0146594,32,Premium,Restaurant,Italian,24.68,97,149.88,3,Cloudy,High,3.0,0,0,123.99,164.18,Sydney,1,1,51.09,87.47
ORD0031952,35,New,Cloud Kitchen,Chinese,10.27,97,76.21,13,Stormy,Medium,4.4,1,0,147.01,111.27,Singapore,1,1,50.08,11.09
ORD0000652,62,New,Fast Food,Indian,5.35,11,284.81,14,Sunny,Low,3.2,1,0,189.94,97.88,Sydney,7,3,43.94,38.78
ORD0133180,33,Returning,Cloud Kitchen,Mexican,21.85,16,127.8,10,Rainy,Medium,3.1,0,0,160.16,157.01,London,3,1,50.13,60.24
ORD0064588,36,Premium,Cafe,Italian,5.27,11,140.83,6,Rainy,High,4.9,0,0,494.33,95.34,London,10,4,94.78,72.69
ORD0071596,32,New,Cafe,Mexican,3.56,86,140.64,12,Rainy,Medium,4.5,0,0,5.94,146.84,Sydney,1,1,40.62,47.77
ORD0135884,26,Premium,Restaurant,Chinese,13.56,60,287.18,7,Rainy,High,2.1,0,0,395.94,-11.55,Sydney,5,2,23.7,32.82
ORD0048085,67,New,Restaurant,Italian,9.02,112,202.18,1,Sunny,Medium,3.9,0,0,192.16,100.89,London,1,1,32.11,80.88
ORD0024481,58,Premium,Cafe,Italian,14.33,110,140.85,3,Rainy,Low,2.2,0,0,468.29,63.21,London,9,3,31.07,22.94
ORD0104620,63,Returning,Cafe,Indian,19.31,77,83.38,11,Rainy,High,3.6,0,0,11.14,168.85,Mumbai,6,2,87.77,53.63
ORD0010067,29,New,Fast Food,Chinese,13.91,15,221.97,12,Stormy,Medium,2.1,0,0,288.02,9.01,Sydney,6,2,39.35,71.44
ORD0093812,22,Premium,Cafe,Indian,16.67,35,292.79,14,Cloudy,High,2.4,0,0,34.35,189.72,Mumbai,9,3,78.02,26.58
ORD0093093,44,Premium,Cloud Kitchen,Italian,23.26,88,231.05,12,Sunny,Low,4.5,0,0,153.81,126.17,Mumbai,12,4,39.58,38.25
ORD0045918,50,Premium,Restaurant,Italian,13.4,57,146.15,13,Cloudy,High,2.6,0,0,127.95,56.25,London,8,3,86.45,54.95
ORD0036391,39,Premium,Cafe,Indian,20.01,92,8.93,8,Sunny,Low,1.6,0,0,90.13,170.85,London,12,4,25.75,58.07
ORD0146365,69,New,Fast Food,Chinese,13.65,60,168.46,4,Rainy,Low,2.3,0,0,315.94,162.43,Sydney,6,2,97.57,53.44
ORD0070241,68,New,Cafe,Mexican,2.92,41,187.33,10,Cloudy,Low,2.7,0,0,202.38,122.62,Singapore,6,2,29.27,11.35
ORD0114853,29,Premium,Cafe,Chinese,24.91,13,123.52,5,Sunny,Low,3.7,1,0,303.02,92.41,Mumbai,4,2,91.22,68.25
ORD0132681,20,Premium,Cloud Kitchen,Mexican,0.66,25,238.98,10,Stormy,Low,1.3,0,0,481.78,-2.61,Mumbai,3,1,1.01,97.08
ORD0116392,25,Premium,Cafe,Chinese,6.45,41,218.6,6,Rainy,Medium,3.5,1,0,300.5,199.31,London,6,2,86.51,95.09
ORD0026775,56,Premium,Cloud Kitchen,Indian,7.63,68,186.89,12,Stormy,Medium,2.0,0,0,302.35,133.03,New York,7,3,35.85,12.76
ORD0092601,40,Returning,Restaurant,Mexican,13.96,58,167.38,6,Stormy,Low,3.5,0,0,147.03,25.15,Mumbai,10,4,15.37,35.43
ORD0003431,68,New,Fast Food,Mexican,11.43,55,117.78,7,Cloudy,Low,2.0,0,0,440.47,130.46,New York,7,3,91.44,12.23
ORD0059820,53,New,Fast Food,Indian,19.04,50,198.39,1,Stormy,High,4.7,0,0,231.53,23.17,Sydney,1,1,63.4,37.11
ORD0061267,20,Premium,Cafe,Italian,1.71,94,147.19,11,Stormy,Low,5.0,0,0,79.57,43.17,Mumbai,12,4,63.91,41.8
ORD0009094,31,Returning,Cloud Kitchen,Chinese,9.49,32,199.99,10,Sunny,Low,4.7,0,0,195.57,6.62,Mumbai,11,4,98.54,35.18
ORD0090937,31,Premium,Restaurant,Indian,19.72,19,128.83,7,Stormy,High,4.3,0,0,77.25,46.18,Mumbai,10,4,2.31,44.13
ORD0004084,52,Premium,Restaurant,Mexican,3.73,72,228.94,6,Rainy,High,3.9,0,0,53.71,-3.62,New York,10,4,42.16,97.8
ORD0100976,74,New,Restaurant,Italian,22.51,20,209.96,2,Cloudy,Medium,1.4,0,0,172.48,171.05,Sydney,6,2,74.09,96.66
ORD0123269,36,Returning,Restaurant,Mexican,20.53,83,271.87,8,Cloudy,Low,1.6,0,0,346.31,89.3,London,9,3,9.59,72.34
ORD0025869,74,Premium,Fast Food,Indian,18.74,32,293.64,2,Cloudy,Low,3.9,0,0,434.79,140.89,London,3,1,55.05,94.71
ORD0064585,24,Returning,Restaurant,Italian,17.38,54,188.02,5,Sunny,High,1.8,0,0,360.73,198.75,Mumbai,5,2,27.69,62.47
ORD0015259,70,New,Fast Food,Italian,8.44,56,80.49,11,Stormy,Low,4.3,0,0,44.16,44.51,Mumbai,3,1,67.91,72.74
ORD0144184,32,Returning,Fast Food,Mexican,16.9,50,230.38,2,Sunny,Medium,3.5,0,1,38.09,80.38,Sydney,3,1,73.05,67.46
ORD0132959,26,Premium,Cafe,Chinese,22.59,79,205.05,2,Stormy,Medium,3.9,0,0,166.83,22.97,New York,10,4,3.16,16.16
ORD0008564,74,New,Restaurant,Indian,12.8,66,144.88,11,Sunny,High,2.2,0,1,378.61,55.79,New York,8,3,7.32,27.32
ORD0087980,24,New,Cloud Kitchen,Chinese,11.42,78,223.91,8,Stormy,Medium,1.2,0,0,82.6,42.66,Mumbai,3,1,54.21,53.16
ORD0144428,46,New,Cloud Kitchen,Mexican,14.86,73,8.08,7,Rainy,Medium,2.9,0,1,323.85,48.74,London,12,4,44.58,9.06
ORD0123020,51,Returning,Cloud Kitchen,Chinese,2.24,56,221.47,2,Rainy,High,2.8,0,0,100.92,58.26,London,3,1,34.35,75.03
ORD0001046,48,Returning,Fast Food,Indian,18.64,58,147.31,13,Cloudy,Medium,1.7,0,0,378.44,48.03,Mumbai,3,1,49.77,61.36
ORD0037991,68,Returning,Cafe,Indian,15.08,64,55.84,9,Rainy,Medium,3.0,0,1,60.72,70.26,London,12,4,7.9,59.69
ORD0120727,38,Premium,Cloud Kitchen,Italian,9.37,99,62.67,12,Rainy,Medium,4.0,0,0,261.89,-4.77,Sydney,4,2,54.17,50.22
ORD0034842,33,Returning,Restaurant,Chinese,16.11,25,131.43,13,Sunny,Medium,2.3,0,0,351.84,69.32,Singapore,11,4,50.37,26.28
ORD0120995,52,New,Cafe,Chinese,1.21,78,225.04,2,Stormy,Medium,4.5,0,0,310.34,127.82,New York,4,2,23.86,61.13
ORD0130209,23,New,Restaurant,Mexican,13.24,96,65.87,7,Cloudy,Medium,1.4,0,0,315.54,47.22,Sydney,10,4,52.39,4.85
ORD0068962,48,New,Cafe,Mexican,17.71,34,241.6,3,Sunny,Low,4.2,0,0,437.07,109.83,Mumbai,6,2,91.48,61.48
ORD0132568,47,Premium,Restaurant,Chinese,12.9,89,227.32,2,Sunny,High,3.0,0,0,130.9,133.02,Sydney,1,1,78.69,58.13
ORD0073710,69,New,Cloud Kitchen,Italian,22.01,16,39.0,1,Sunny,Low,1.4,0,0,360.22,118.49,New York,8,3,7.11,73.9
ORD0083265,31,Premium,Cloud Kitchen,Mexican,23.63,94,284.21,14,Cloudy,Low,2.4,0,0,163.33,191.21,Mumbai,11,4,10.26,95.51
ORD0076323,33,Returning,Restaurant,Indian,5.93,20,253.85,6,Stormy,Low,1.3,0,0,498.06,180.27,Singapore,4,2,15.86,98.21
ORD0063439,32,New,Cafe,Chinese,24.89,59,142.56,13,Stormy,Medium,4.7,0,0,358.43,30.02,Mumbai,5,2,24.68,13.37
ORD0012161,50,Premium,Cloud Kitchen,Indian,14.31,113,252.84,5,Sunny,Medium,4.3,0,0,241.84,105.47,Singapore,12,4,90.0,65.72
ORD0130522,57,New,Restaurant,Mexican,23.96,102,199.93,6,Rainy,Medium,3.4,0,0,58.13,33.95,Sydney,1,1,71.7,54.08
ORD0027967,43,Returning,Restaurant,Indian,10.33,31,213.24,1,Stormy,Medium,2.8,0,1,171.49,164.47,Singapore,5,2,33.25,92.22
ORD0131964,54,Premium,Fast Food,Indian,7.44,44,222.11,9,Sunny,Medium,3.0,0,0,18.13,97.96,Sydney,3,1,5.78,46.17
ORD0032541,36,New,Restaurant,Italian,19.4,22,85.58,13,Rainy,Low,2.6,0,0,32.67,67.18,London,2,1,46.34,40.03
ORD0071301,39,New,Cloud Kitchen,Mexican,2.82,31,49.77,5,Stormy,Medium,3.2,0,0,373.16,72.71,New York,9,3,69.9,22.41
ORD0087025,35,New,Cloud Kitchen,Italian,13.02,54,228.59,14,Stormy,High,4.4,0,0,204.64,119.25,Mumbai,10,4,52.36,36.71
ORD0072430,63,Returning,Fast Food,Italian,22.81,114,114.48,13,Cloudy,Medium,4.8,0,0,444.36,104.41,New York,1,1,42.91,92.55
ORD0064505,39,Premium,Fast Food,Indian,7.29,68,235.44,3,Rainy,High,4.1,0,0,498.06,158.25,London,7,3,23.04,18.4
ORD0092949,22,Returning,Cafe,Italian,12.57,71,231.68,11,Cloudy,Low,4.7,0,0,326.88,182.74,Sydney,6,2,26.56,89.42
ORD0091366,64,New,Restaurant,Italian,10.8,66,135.95,13,Cloudy,High,3.8,0,0,377.52,159.02,Sydney,2,1,43.28,22.02
ORD0100651,71,Premium,Restaurant,Chinese,15.75,62,169.73,13,Rainy,High,3.4,0,0,103.13,2.45,Sydney,11,4,4.6,76.71
ORD0092826,66,Returning,Fast Food,Chinese,13.11,96,197.1,10,Cloudy,High,2.0,0,0,30.79,16.42,Mumbai,12,4,91.33,70.83
ORD0020281,59,Returning,Fast Food,Italian,24.14,109,19.74,12,Rainy,Low,4.8,0,0,335.97,-18.31,Singapore,6,2,26.74,62.43
ORD0106025,34,Premium,Cafe,Indian,20.12,109,163.9,7,Cloudy,Medium,1.1,0,0,280.79,11.38,Sydney,6,2,79.64,61.14
ORD0109121,18,Premium,Cloud Kitchen,Chinese,4.41,48,38.32,6,Cloudy,High,4.4,0,0,293.01,-0.76,New York,9,3,56.8,3.28
ORD0080425,66,Premium,Cafe,Italian,2.29,112,122.02,7,Rainy,High,2.4,0,0,71.33,83.54,Mumbai,2,1,33.81,18.33
ORD0142119,44,Premium,Cafe,Indian,7.05,39,33.71,9,Stormy,High,2.0,0,0,145.06,148.78,Mumbai,6,2,9.1,36.61
ORD0131495,35,New,Restaurant,Mexican,24.17,107,265.64,12,Sunny,Medium,3.3,0,0,108.36,162.4,Singapore,8,3,94.03,22.6
ORD0108352,27,Returning,Cloud Kitchen,Indian,18.82,42,236.94,10,Cloudy,Low,2.2,0,0,231.56,54.78,Singapore,5,2,39.38,91.45
ORD0080178,34,New,Restaurant,Mexican,20.36,15,168.47,7,Sunny,High,2.5,0,0,230.91,112.96,Mumbai,3,1,24.35,3.14
ORD0003415,66,Premium,Cloud Kitchen,Mexican,16.84,94,247.58,4,Cloudy,High,1.6,0,0,459.65,171.36,Sydney,2,1,23.14,42.59
ORD0024208,64,Premium,Restaurant,Indian,13.85,33,94.67,3,Cloudy,Low,1.8,0,0,226.3,68.17,Mumbai,11,4,46.65,99.96
ORD0007384,30,Premium,Restaurant,Chinese,20.54,21,190.84,1,Stormy,Low,4.6,0,0,345.36,-1.16,Mumbai,9,3,92.01,53.54
ORD0117556,24,Premium,Fast Food,Chinese,7.51,67,226.75,7,Rainy,Low,2.9,0,0,382.21,55.57,London,10,4,49.64,24.19
ORD0065239,49,Returning,Restaurant,Italian,8.58,22,278.59,12,Rainy,High,2.5,0,0,120.69,33.82,New York,11,4,22.19,66.08
ORD0073116,59,Returning,Cafe,Indian,11.87,24,157.14,9,Stormy,Low,2.7,0,0,413.78,170.96,Sydney,4,2,52.76,86.81
ORD0111206,61,Returning,Restaurant,Chinese,9.56,103,268.21,3,Rainy,Medium,2.4,0,0,251.82,177.55,Mumbai,10,4,96.29,45.97
ORD0110275,60,Returning,Fast Food,Mexican,6.14,46,211.65,6,Stormy,High,4.4,0,0,51.01,194.19,London,8,3,75.81,95.48
ORD0009729,38,Returning,Cloud Kitchen,Italian,19.55,48,148.14,8,Cloudy,Medium,1.7,0,0,292.65,49.93,London,9,3,79.71,88.25
ORD0026668,22,New,Cloud Kitchen,Indian,13.37,110,228.85,4,Rainy,Medium,1.4,0,0,258.4,3.66,New York,1,1,98.49,82.43
ORD0010465,63,Returning,Cloud Kitchen,Chinese,13.09,93,260.44,7,Cloudy,Low,2.6,0,0,193.8,5.65,Singapore,10,4,49.53,31.52
